Updated On,State,Total Tested,Tags,Positive,Negative,Unconfirmed,Unnamed: 7,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),Unnamed: 20,Unnamed: 21,Unnamed: 22
30/04/2020,Chandigarh,1147.0,Tested,74.0,1022.0,50.0,,,,,,,,http://chdcovid19.in/,,6.45%,0.97,973.0,,,,
01/05/2020,Chandigarh,1252.0,Tested,88.0,1131.0,32.0,,,,,,,,http://chdcovid19.in/,,7.03%,1.06,1062.0,,,,
02/05/2020,Chandigarh,1462.0,Tested,94.0,1339.0,28.0,,,,,,,,http://chdcovid19.in/,,6.43%,1.24,1240.0,,,,
03/05/2020,Chandigarh,1616.0,Tested,97.0,1491.0,27.0,,,,,,,,https://t.me/indiacovid/3951,,6.00%,1.37,1371.0,,,,
04/05/2020,Chandigarh,1678.0,Tested,102.0,1545.0,30.0,,,,,,,,http://chdcovid19.in/,,6.08%,1.42,1423.0,,,,
05/05/2020,Chandigarh,1713.0,Tested,115.0,1576.0,21.0,,,,,,,,https://t.me/indiacovid/4059?single,,6.71%,1.45,1453.0,,,,
06/05/2020,Chandigarh,1785.0,Tested,120.0,1641.0,23.0,,,,,,,,http://chdcovid19.in/,,6.72%,1.51,1514.0,,,,
07/05/2020,Chandigarh,1845.0,Tested,129.0,1698.0,17.0,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4186,6.99%,1.56,1565.0,,,,
08/05/2020,Chandigarh,1913.0,Tested,146.0,1748.0,18.0,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4258,7.63%,1.62,1623.0,,,,
09/05/2020,Chandigarh,2055.0,Tested,169.0,1871.0,14.0,,,,,,,,https://t.me/indiacovid/4376?single,http://chdcovid19.in/,8.22%,1.74,1743.0,,,,
10/05/2020,Chandigarh,2142.0,Tested,173.0,1947.0,21.0,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4443,8.08%,1.82,1817.0,,,,
11/05/2020,Chandigarh,2177.0,Tested,173.0,1978.0,25.0,,,,,,,,http://chdcovid19.in/,,,,,,,,
12/05/2020,Chandigarh,,,,,,,,,,,,,,,,,,,,,
02/04/2020,Chhattisgarh,1232.0,Tested,9.0,921.0,302.0,,,,,,,,http://www.cghealth.nic.in/cghealth17/,,0.73%,0.04,43.0,28724000,,,
10/04/2020,Chhattisgarh,3473.0,Tested,18.0,3322.0,133.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_10042020.pdf,,0.52%,0.12,121.0,,,,
11/04/2020,Chhattisgarh,3858.0,Tested,18.0,3503.0,337.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/RevisedMediaBulletinHINDI_11042020.pdf,,0.47%,0.13,134.0,,,,
12/04/2020,Chhattisgarh,3945.0,Tested,31.0,3856.0,58.0,,,,,,,,http://cghealth.nic.in/cghealth17/,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_12042020.pdf,0.79%,0.14,137.0,,,,
13/04/2020,Chhattisgarh,4377.0,Tested,31.0,3969.0,377.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_13042020.pdf,,0.71%,0.15,152.0,,,,
14/04/2020,Chhattisgarh,4812.0,Tested,33.0,4319.0,469.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_14042020.pdf,,0.69%,0.17,168.0,,,,
15/04/2020,Chhattisgarh,5122.0,Tested,33.0,4878.0,211.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_15042020.pdf,,0.64%,0.18,178.0,,,,
16/04/2020,Chhattisgarh,5519.0,Tested,33.0,5168.0,318.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_16042020.pdf,,0.60%,0.19,192.0,,,,
17/04/2020,Chhattisgarh,5776.0,Tested,36.0,5484.0,256.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_18042020.pdf,,0.62%,0.2,201.0,,,,
18/04/2020,Chhattisgarh,5776.0,Tested,36.0,5484.0,256.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_18042020.pdf,,0.62%,0.2,201.0,,,,
19/04/2020,Chhattisgarh,6675.0,Tested,36.0,6086.0,553.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_19042020.pdf,,0.54%,0.23,232.0,,,,
20/04/2020,Chhattisgarh,7601.0,Tested,36.0,7029.0,536.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_20042020.pdf,,0.47%,0.26,265.0,,,,
21/04/2020,Chhattisgarh,8272.0,Tested,36.0,7555.0,681.0,,,,,,,,http://cghealth.nic.in/cghealth17/,,0.44%,0.29,288.0,,,,
22/04/2020,Chhattisgarh,9220.0,Tested,36.0,8296.0,888.0,,,,,,,,http://cghealth.nic.in/cghealth17/,,0.39%,0.32,321.0,,,,
23/04/2020,Chhattisgarh,10346.0,Tested,36.0,9206.0,1104.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_23042020.pdf,,0.35%,0.36,360.0,,,,
24/04/2020,Chhattisgarh,11386.0,Tested,36.0,10213.0,1137.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_24042020.pdf,,0.32%,0.4,396.0,,,,
25/04/2020,Chhattisgarh,12596.0,Tested,37.0,11168.0,1391.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_25042020.pdf,,0.29%,0.44,439.0,,,,
26/04/2020,Chhattisgarh,13786.0,Tested,37.0,12406.0,1343.0,,,,,,,,https://t.me/indiacovid/3300?single,,0.27%,0.48,480.0,,,,
27/04/2020,Chhattisgarh,14987.0,Tested,37.0,13882.0,1068.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_27042020.pdf,,0.25%,0.52,522.0,,,,
28/04/2020,Chhattisgarh,15737.0,Tested,38.0,14953.0,746.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_28042020.pdf,,0.24%,0.55,548.0,,,,
29/04/2020,Chhattisgarh,16546.0,Tested,38.0,15658.0,850.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_29042020.pdf,,0.23%,0.58,576.0,,,,
30/04/2020,Chhattisgarh,17541.0,Tested,40.0,16602.0,899.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_30042020.pdf,,0.23%,0.61,611.0,,,,
01/05/2020,Chhattisgarh,18039.0,Tested,43.0,17199.0,797.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_01052020.pdf,,0.24%,0.63,628.0,,,,
02/05/2020,Chhattisgarh,,Tested,,,,,,,,,,,,,,0.0,0.0,,,,
03/05/2020,Chhattisgarh,19902.0,Tested,57.0,18848.0,997.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_03052020.pdf,,0.29%,0.69,693.0,,,,
04/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,0.0,0.0,,,,
05/05/2020,Chhattisgarh,21323.0,Tested,58.0,20300.0,965.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_05052020.pdf,,0.27%,0.74,742.0,,,,
06/05/2020,Chhattisgarh,22188.0,Tested,59.0,20873.0,1256.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_06052020.pdf,https://twitter.com/ipskabra/status/1258033663633055745?s=19,0.27%,0.77,772.0,,,,
07/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,0.0,0.0,,,,
08/05/2020,Chhattisgarh,23629.0,Tested,59.0,22509.0,1061.0,,,,,,,,https://t.me/indiacovid/4321,,0.25%,0.82,823.0,,,,
09/05/2020,Chhattisgarh,24506.0,Tested,59.0,23326.0,1121.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_09052020.pdf,,0.24%,0.85,853.0,,,,
10/05/2020,Chhattisgarh,25282.0,Tested,59.0,24186.0,1037.0,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_10052020.pdf,,0.23%,0.88,880.0,,,,
11/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,
12/05/2020,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,
01/04/2020,Delhi,2621.0,Tested,,,2621.0,,,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/068e55804dc3527fb23cf7982ee7a5c7/HB01A.pdf?MOD=AJPERES&lmod=908572962&CACHEID=068e55804dc3527fb23cf7982ee7a5c7,,0.00%,0.13,132.0,19814000,,,
07/04/2020,Delhi,9041.0,Tested,576.0,7308.0,1157.0,,3120.0,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/ed4d3d804dd60b488b60ff982ee7a5c7/HB07A.pdf?MOD=AJPERES&lmod=1435478287&CACHEID=ed4d3d804dd60b488b60ff982ee7a5c7,,6.37%,0.46,456.0,,,,
09/04/2020,Delhi,9968.0,Tested,720.0,8643.0,605.0,,2664.0,,,,,,http://health.delhigovt.nic.in/wps/wcm/connect/doit_health/Health/Home/Covid19/Health+Bulletin,http://health.delhigovt.nic.in/wps/wcm/connect/22522a804ddd430195f5f7d194e333e1/HB09A.pdf,7.22%,0.5,503.0,,,,
10/04/2020,Delhi,11061.0,Tested,903.0,9662.0,496.0,,,,,,,,https://twitter.com/CMODelhi/status/1248629695614046209?s=09,,8.16%,0.56,558.0,,,,
11/04/2020,Delhi,11709.0,Tested,1069.0,10218.0,464.0,,,,,,,,https://twitter.com/CMODelhi/status/1248998630888845313?s=19,,9.13%,0.59,591.0,,,,
12/04/2020,Delhi,14036.0,Tested,1154.0,11748.0,984.0,,,,,,,,https://twitter.com/CMODelhi/status/1249350539973812224,,8.22%,0.71,708.0,,,,
13/04/2020,Delhi,15032.0,Tested,1510.0,12283.0,1008.0,,,,,,,,https://twitter.com/CMODelhi/status/1249744159491031047/photo/2,,10.05%,0.76,759.0,,,,
14/04/2020,Delhi,16282.0,Tested,1561.0,13748.0,715.0,,,,,,,,https://twitter.com/CMODelhi/status/1250087698011803648/photo/2,,9.59%,0.82,822.0,,,,
15/04/2020,Delhi,16605.0,Tested,1578.0,13865.0,956.0,,,,,,,,https://twitter.com/CMODelhi/status/1250468383868350469?s=19,,9.50%,0.84,838.0,,,,
16/04/2020,Delhi,18784.0,Tested,1640.0,14692.0,2251.0,,,,,,,,https://twitter.com/CMODelhi/status/1250830372830470145?s=20,,8.73%,0.95,948.0,,,,
17/04/2020,Delhi,21409.0,Tested,1707.0,16899.0,2674.0,,,,,,,,https://twitter.com/CMODelhi/status/1251190807106777089/photo/2,,7.97%,1.08,1080.0,,,,
18/04/2020,Delhi,22283.0,Tested,1893.0,17449.0,2799.0,,,,,,,,https://twitter.com/CMODelhi/status/1251559869494198282?s=19,,8.50%,1.12,1125.0,,,,
19/04/2020,Delhi,24387.0,Tested,2003.0,19393.0,2872.0,,,,,,,,https://twitter.com/CMODelhi/status/1251923081699811328?s=09,,8.21%,1.23,1231.0,,,,
20/04/2020,Delhi,25900.0,Tested,2081.0,20712.0,2711.0,,,,,,,,https://twitter.com/CMODelhi/status/1252276384166100994/photo/2,,8.03%,1.31,1307.0,,,,
21/04/2020,Delhi,26627.0,Tested,2156.0,21810.0,2354.0,,,,,,,,https://twitter.com/CMODelhi/status/1252608476578078721/photo/2,,8.10%,1.34,1344.0,,,,
22/04/2020,Delhi,28309.0,Tested,2248.0,22713.0,3018.0,,,,,,,,https://twitter.com/CMODelhi/status/1252978551088984066/photo/2,,7.94%,1.43,1429.0,,,,
23/04/2020,Delhi,30560.0,Tested,2375.0,24538.0,3068.0,,,,,,,,https://twitter.com/CMODelhi/status/1253345233498226689?s=19,,7.77%,1.54,1542.0,,,,
24/04/2020,Delhi,33672.0,Tested,2514.0,26552.0,4128.0,,,,,,,,https://twitter.com/CMODelhi/status/1253715491987664897/photo/2,,7.47%,1.7,1699.0,,,,
25/04/2020,Delhi,35519.0,Tested,2625.0,28693.0,3709.0,,,,,,,,https://twitter.com/CMODelhi/status/1254081976631545856?s=20,,7.39%,1.79,1793.0,,,,
26/04/2020,Delhi,37613.0,Tested,2918.0,31919.0,2533.0,,,,,,,,https://twitter.com/CMODelhi/status/1254453744063754240?s=09,,7.76%,1.9,1898.0,,,,
27/04/2020,Delhi,39911.0,Tested,3108.0,34145.0,2401.0,,,,,,,,https://twitter.com/CMODelhi/status/1254813927067668480/photo/2,,7.79%,2.01,2014.0,,,,
28/04/2020,Delhi,43370.0,Tested,3314.0,36195.0,3295.0,,,,,,,,https://twitter.com/CMODelhi/status/1255176666017492995/photo/2,,7.64%,2.19,2189.0,,,,
29/04/2020,Delhi,47225.0,Tested,3439.0,39920.0,,,,,,,,,https://twitter.com/CMODelhi/status/1255550560348049411,,7.28%,2.38,2383.0,,,,
30/04/2020,Delhi,,Tested,,,,,,,,,,,,,,0.0,0.0,,,,
01/05/2020,Delhi,,Tested,,,,,,,,,,,,,,0.0,0.0,,,,
02/05/2020,Delhi,58210.0,Tested,4122.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2002.05.2020.pdf,,7.08%,2.94,2938.0,,,,
03/05/2020,Delhi,60246.0,Tested,4549.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2003.05.2020.pdf,,7.55%,3.04,3041.0,,,,
04/05/2020,Delhi,64108.0,Tested,4898.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2004.05.2020.pdf,,7.64%,3.24,3235.0,,,,
05/05/2020,Delhi,67852.0,Tested,5104.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2005.05.2020.pdf,,7.52%,3.42,3424.0,,,,
06/05/2020,Delhi,71934.0,Tested,5532.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2006.05.2020.pdf,,7.69%,3.63,3630.0,,,,
07/05/2020,Delhi,77234.0,Tested,5980.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi%20Health%20Bulletin_COVID-19%20-%2007.05.2020.pdf,,7.74%,3.9,3898.0,,,,
08/05/2020,Delhi,81367.0,Tested,6318.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-08.05.2020.pdf,,7.76%,4.11,4107.0,,,,
09/05/2020,Delhi,84226.0,Tested,6542.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-09.05.2020.pdf,,7.77%,4.25,4251.0,,,,
10/05/2020,Delhi,93810.0,Tested,6923.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-10.05.2020.pdf,,7.38%,4.73,4735.0,,,,
11/05/2020,Delhi,97678.0,Tested,7233.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-11.05.2020.pdf,,7.40%,4.93,4930.0,,,,
12/05/2020,Delhi,106109.0,Tested,7639.0,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/05-12-1.pdf,,,,,,,,
02/04/2020,Goa,220.0,Samples Sent,5.0,197.0,18.0,,,,,,,,https://www.goa.gov.in/wp-content/uploads/2020/04/Media-Bulletin-02.04.2020.pdf,,2.27%,0.14,143.0,1540000,,,
09/04/2020,Goa,344.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/dip_goa/status/1248237654258352129?s=09,,2.03%,0.22,223.0,,,,
10/04/2020,Goa,354.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1248609175241764872/photo/1,,1.98%,0.23,230.0,,,,
11/04/2020,Goa,,Samples Sent,,,,,,,,,,,,,,0.0,0.0,,,,
12/04/2020,Goa,406.0,Samples Sent,7.0,,,,141.0,,,,,,https://twitter.com/DHS_Goa/status/1249332036751347713,,1.72%,0.26,264.0,,,,
13/04/2020,Goa,440.0,Samples Sent,7.0,,,,,,,,,,https://t.me/indiacovid/2180,,1.59%,0.29,286.0,,,,
14/04/2020,Goa,479.0,Samples Sent,7.0,,,,,,,,,,https://t.me/indiacovid/2280,,1.46%,0.31,311.0,,,,
15/04/2020,Goa,556.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1250412621158690818?s=19,,1.26%,0.36,361.0,,,,
16/04/2020,Goa,611.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1250772892956028930?s=19,,1.15%,0.4,397.0,,,,
17/04/2020,Goa,673.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251147496824303620,,1.04%,0.44,437.0,,,,
18/04/2020,Goa,758.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251500960444104704,,0.92%,0.49,492.0,,,,
19/04/2020,Goa,826.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251858305669980160,,0.85%,0.54,536.0,,,,
20/04/2020,Goa,901.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1252228312107118593,,0.78%,0.59,585.0,,,,
21/04/2020,Goa,1004.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1252606575077847040,,0.70%,0.65,652.0,,,,
22/04/2020,Goa,1116.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1253201084950016000?s=19,,0.63%,0.72,725.0,,,,
23/04/2020,Goa,1206.0,Samples Sent,7.0,,,,,,,,,,https://twitter.com/DHS_Goa/status/1253330859903479814,,0.58%,0.78,783.0,,,,
24/04/2020,Goa,,Samples Sent,,,,,,,,,,,,,,0.0,0.0,,,,
27/04/2020,Goa,1541.0,Samples Sent,7.0,,,,316.0,,,,,,https://nhm.goa.gov.in/,,0.45%,1.0,1001.0,,,,
28/04/2020,Goa,1776.0,Samples Sent,7.0,,,,330.0,,,,,,https://twitter.com/DHS_Goa/status/1255132758822678530?s=19,,0.39%,1.15,1153.0,,,,
29/04/2020,Goa,1871.0,Samples Sent,7.0,,,,347.0,,,,,,https://twitter.com/DHS_Goa/status/1255509839742148608?s=09,,0.37%,1.21,1215.0,,,,
30/04/2020,Goa,2031.0,Samples Sent,7.0,,,,430.0,,,,,,https://twitter.com/DHS_Goa/status/1255876950222008320/photo/1,,0.34%,1.32,1319.0,,,,
01/05/2020,Goa,2181.0,Samples Sent,7.0,,,,468.0,,,,,,https://twitter.com/DHS_Goa/status/1256231452225798144/photo/1,,0.32%,1.42,1416.0,,,,
02/05/2020,Goa,2372.0,Samples Sent,7.0,,,,584.0,,,,,,https://twitter.com/DHS_Goa/status/1256595499823529985?s=09,,0.30%,1.54,1540.0,,,,
03/05/2020,Goa,2548.0,Samples Sent,7.0,,,,805.0,,,,,,https://twitter.com/DHS_Goa/status/1256951473553850371?s=09,,0.27%,1.65,1655.0,,,,
04/05/2020,Goa,2899.0,Samples Sent,7.0,,,,981.0,,,,,,https://twitter.com/DHS_Goa/status/1257325604912824321?s=19,,0.24%,1.88,1882.0,,,,
05/05/2020,Goa,3096.0,Samples Sent,7.0,,,,1063.0,,,,,,https://twitter.com/DHS_Goa/status/1257683623370805250?s=19,,0.23%,2.01,2010.0,,,,
06/05/2020,Goa,3411.0,Samples Sent,7.0,,,,1251.0,,,,,,https://twitter.com/DHS_Goa/status/1258058668999835648/photo/1,,0.21%,2.21,2215.0,,,,
07/05/2020,Goa,,,,,,,,,,,,,,,,0.0,0.0,,,,
08/05/2020,Goa,4140.0,Samples Sent,7.0,,,,1661.0,,,,,,https://twitter.com/DHS_Goa/status/1258776339311521793?s=09,,0.17%,2.69,2688.0,,,,
09/05/2020,Goa,4524.0,Samples Sent,7.0,,,,1974.0,,,,,,https://twitter.com/DHS_Goa/status/1259136672094019585?s=19,,0.15%,2.94,2938.0,,,,
10/05/2020,Goa,4848.0,Samples Sent,7.0,,,,2223.0,,,,,,https://twitter.com/DHS_Goa/status/1259500127976226819?s=09,,0.14%,3.15,3148.0,,,,
11/05/2020,Goa,5307.0,Samples Sent,7.0,,,,2503.0,,,,,,https://twitter.com/DHS_Goa/status/1259877518787481602,,0.13%,3.45,3446.0,,,,
08/04/2020,Gujarat,4224.0,Tested,186.0,3905.0,133.0,,12299.0,,,,1761.0,,https://t.me/indiacovid/1850?single,,4.40%,0.06,62.0,67936000,,,
09/04/2020,Gujarat,,,,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0904092020080952519.pdf,,,0.0,0.0,,,,
10/04/2020,Gujarat,7718.0,Tested,378.0,7237.0,103.0,,,,,,,,https://t.me/indiacovid/1994?single,,4.90%,0.11,114.0,,,,
11/04/2020,Gujarat,9763.0,Tested,468.0,8888.0,407.0,,12042.0,,,,,,https://gujcovid19.gujarat.gov.in/,,4.79%,0.14,144.0,,,,
12/04/2020,Gujarat,11715.0,Tested,516.0,10867.0,332.0,,14013.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1204122020080245240.pdf,https://gujcovid19.gujarat.gov.in/,4.40%,0.17,172.0,,,,
13/04/2020,Gujarat,14251.0,Tested,572.0,12970.0,709.0,,,14204.0,,,,,https://gujcovid19.gujarat.gov.in/,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1304132020080356644.pdf,4.01%,0.21,210.0,,,,
14/04/2020,Gujarat,14980.0,Tested,617.0,14363.0,,,,,,,,41112.0,https://gujcovid19.gujarat.gov.in/,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1404142020112010574.pdf,4.12%,0.22,221.0,,,,
15/04/2020,Gujarat,19197.0,Tested,766.0,18431.0,0.0,,15147.0,,,,,,https://t.me/indiacovid/2364?single,,3.99%,0.28,283.0,,,,
16/04/2020,Gujarat,20903.0,Tested,929.0,19974.0,0.0,,14906.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1604162020113223580.pdf,,4.44%,0.31,308.0,,,,
17/04/2020,Gujarat,23483.0,Tested,1099.0,22339.0,45.0,,15914.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1704172020075526411.pdf,,4.68%,0.35,346.0,,,,
18/04/2020,Gujarat,26102.0,Tested,1376.0,24726.0,0.0,,16925.0,,,,,,https://twitter.com/PIBAhmedabad/status/1251515915323289601,,5.27%,0.38,384.0,,,,
19/04/2020,Gujarat,29104.0,Tested,1743.0,27361.0,0.0,,18540.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1904192020081511588.pdf,,5.99%,0.43,428.0,,,,
20/04/2020,Gujarat,33316.0,Tested,1939.0,31377.0,0.0,,23749.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2004202020085436665.pdf,,5.82%,0.49,490.0,,,,
21/04/2020,Gujarat,36829.0,Tested,2178.0,34651.0,0.0,,30354.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2104212020084254089.pdf,,5.91%,0.54,542.0,,,,
22/04/2020,Gujarat,39421.0,Tested,2407.0,37014.0,0.0,,32317.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2204222020082020535.pdf,https://gujcovid19.gujarat.gov.in/,6.11%,0.58,580.0,,,,
23/04/2020,Gujarat,42384.0,Tested,2624.0,39760.0,0.0,,34409.0,,,,28.0,53060.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2304232020085856435.pdf,,6.19%,0.62,624.0,,,,
24/04/2020,Gujarat,46743.0,Tested,2815.0,41007.0,2921.0,,33734.0,,,,,54151.0,https://gujcovid19.gujarat.gov.in/,,6.02%,0.69,688.0,,,,
25/04/2020,Gujarat,48315.0,Tested,3061.0,45254.0,0.0,,36730.0,,,,30.0,55188.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2504252020100330249.pdf,,6.34%,0.71,711.0,,,,
26/04/2020,Gujarat,51091.0,Tested,3301.0,47790.0,0.0,,39535.0,,,,27.0,56269.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2604262020085308375.pdf,,6.46%,0.75,752.0,,,,
27/04/2020,Gujarat,53575.0,Tested,3547.0,50028.0,0.0,,40851.0,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2704272020081006359.pdf,,6.62%,0.79,789.0,,,,
28/04/2020,Gujarat,56101.0,Tested,3774.0,52327.0,0.0,,41417.0,,,,,58828.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2804282020081458432.pdf,,6.73%,0.83,826.0,,,,
29/04/2020,Gujarat,59488.0,Tested,4082.0,55406.0,0.0,,42390.0,,,,,60855.0,https://twitter.com/PIBAhmedabad/status/1255510142499643393,,6.86%,0.88,876.0,,,,
30/04/2020,Gujarat,64007.0,Tested,4395.0,59612.0,0.0,,45089.0,,,,,65325.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief3004302020081246734.pdf,,6.87%,0.94,942.0,,,,
01/05/2020,Gujarat,68774.0,Tested,4721.0,64053.0,0.0,,43871.0,,,,,72248.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0105012020085136642.pdf,,6.86%,1.01,1012.0,,,,
02/05/2020,Gujarat,74116.0,Tested,5054.0,69062.0,0.0,,45739.0,,,,,75691.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0205022020080859502.pdf,,6.82%,1.09,1091.0,,,,
03/05/2020,Gujarat,80060.0,Tested,5428.0,74632.0,0.0,,47147.0,,,,,85937.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0305032020084023552.pdf,,6.78%,1.18,1178.0,,,,
04/05/2020,Gujarat,84648.0,Tested,5804.0,78844.0,0.0,,50983.0,,,,,87996.0,https://gujcovid19.gujarat.gov.in/,,6.86%,1.25,1246.0,,,,
05/05/2020,Gujarat,89632.0,Tested,6245.0,83387.0,0.0,,50612.0,,,,,89902.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0505052020082704549.pdf,,6.97%,1.32,1319.0,,,,
06/05/2020,Gujarat,95191.0,Tested,6625.0,88566.0,0.0,,58063.0,,,,,91642.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0605062020084004466.pdf,,6.96%,1.4,1401.0,,,,
07/05/2020,Gujarat,100553.0,Tested,7013.0,93540.0,0.0,,66861.0,,,,,93508.0,https://t.me/indiacovid/4220?single,,6.97%,1.48,1480.0,,,,
08/05/2020,Gujarat,105386.0,Tested,7403.0,97984.0,0.0,,77798.0,,,,,95161.0,https://gujcovid19.gujarat.gov.in/,,7.02%,1.55,1551.0,,,,
09/05/2020,Gujarat,109650.0,Tested,7797.0,101853.0,0.0,,88864.0,,,,,,https://gujcovid19.gujarat.gov.in/,,7.11%,1.61,1614.0,,,,
